State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,14/12/2023,1400,1400,1400,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,18/12/2023,1400,1800,1800,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,20/12/2023,1200,1800,1800,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,26/03/2025,1800,2000,1900,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,06/03/2025,1800,2000,1950,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,07/03/2025,1800,2000,1900,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,28/03/2025,2000,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,08/05/2025,2200,2300,2250,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,17/05/2025,2200,2200,2200,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,14/06/2025,2000,2500,2250,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,19/06/2025,2000,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,27/06/2025,2000,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,02/06/2025,2000,2300,2150,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,14/07/2025,1500,2200,1983,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,05/08/2025,1600,1800,1700,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,16/08/2025,1200,2000,1666,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,18/08/2025,1200,2000,1620,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,28/08/2025,2000,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,16/09/2025,1500,2000,1750,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,13/10/2025,1200,2000,1675,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,14/10/2025,2000,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,16/05/2023,1600,1600,1600,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,23/05/2023,1500,1500,1500,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,29/05/2023,1500,1500,1500,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,03/06/2023,1500,1500,1500,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,27/06/2023,1300,1300,1300,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,21/07/2023,1400,1400,1400,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,25/07/2023,1600,1600,1600,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,27/07/2023,1700,1700,1700,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,04/08/2023,1300,1300,1300,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,14/08/2023,1300,1300,1300,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,19/08/2023,1600,1600,1600,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,02/09/2023,1700,1700,1700,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,09/09/2023,1600,1600,1600,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,12/09/2023,1100,1100,1100,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,10/10/2023,1600,1600,1600,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,21/10/2023,1600,1600,1600,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,23/10/2023,1500,1500,1500,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,28/11/2023,1300,1300,1300,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,04/12/2023,1000,1800,1400,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,06/12/2023,1000,1500,1500,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,09/12/2023,1300,1300,1300,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,11/12/2023,1000,1800,1625,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,22/12/2023,1400,1400,1400,24
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,29/12/2023,1200,1200,1200,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,10/10/2024,2400,3500,2950,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,03/10/2024,2400,3500,2833,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,11/05/2024,2500,2500,2500,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,08/07/2024,2000,3000,2557,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,26/07/2024,2600,2600,2600,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,29/07/2024,1600,2400,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,04/06/2024,1800,1800,1800,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,20/06/2024,2400,2600,2600,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,27/06/2024,1600,2600,2600,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,01/01/2025,1300,2500,1300,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,04/01/2025,2500,2500,2500,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,08/01/2025,5000,5000,5000,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,14/01/2025,2500,2500,2500,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,18/01/2025,2400,2500,2450,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,20/01/2025,1800,2500,2242,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,22/01/2025,2500,3000,2666,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,02/12/2024,2300,2600,2500,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,09/12/2024,2400,3000,2620,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,12/12/2024,2000,3000,2533,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,13/12/2024,2600,3000,2800,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,17/12/2024,2200,3000,2566,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,18/12/2024,2500,3000,2833,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,26/12/2024,1700,2500,1700,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,11/11/2024,2400,3500,2833,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,05/11/2024,2600,2600,2600,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,18/11/2024,2700,2700,2700,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,04/05/2024,2000,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,13/05/2024,1900,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,28/05/2024,1900,1900,1900,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,07/04/2025,2000,2000,2000,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,15/04/2025,1800,2000,1975,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,24/04/2025,1700,2000,1900,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,09/05/2025,2000,2300,2150,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,13/05/2025,1650,2300,1983,24
Maharashtra,Nagpur,Hingna,Potato,Local,Local,15/05/2025,2000,2300,2200,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,02/08/2024,3000,3000,3000,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,13/08/2024,2400,2400,2400,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,19/08/2024,1500,3300,2366,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,22/08/2024,2400,2500,2450,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,26/08/2024,2500,3500,3000,24
Maharashtra,Nagpur,Hingna,Potato,Local,FAQ,28/08/2024,2600,3500,2966,24
