State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,07/07/2025,2000,4000,3000,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,08/07/2025,3000,3500,3166,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,18/07/2025,2750,4000,3250,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,25/07/2025,4000,4000,4000,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,02/08/2025,3500,4500,4083,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,24/08/2025,1500,4000,3222,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,20/09/2025,750,4000,1976,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,26/09/2025,500,2500,1482,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,29/09/2025,1000,3000,1911,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,13/10/2025,1000,3000,2042,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,14/10/2025,1000,2500,1822,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,18/10/2025,1500,3250,2415,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,20/10/2025,500,3000,2184,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,05/10/2024,3000,6200,4657,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,21/10/2024,1000,5500,3727,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,10/10/2024,4000,6000,4800,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,18/10/2024,4000,5500,4660,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,11/10/2024,4000,6000,5128,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,15/10/2024,4000,6000,4927,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,19/10/2024,2800,5000,4054,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,20/05/2024,1000,2000,1500,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,27/05/2024,1580,3000,2250,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,07/02/2023,500,800,600,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,06/03/2023,400,600,500,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,24/03/2023,600,800,700,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,27/03/2023,700,1000,800,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,05/04/2023,500,800,700,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,11/04/2023,400,800,600,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,26/04/2023,400,400,400,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,27/04/2023,400,800,700,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,28/04/2023,800,1300,1000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,02/05/2023,500,800,700,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,09/05/2023,900,1300,1100,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,16/05/2023,1000,1300,1200,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,17/05/2023,1000,1300,1200,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,18/05/2023,1000,1200,1200,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,24/05/2023,700,1000,800,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,25/05/2023,1000,1200,1000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,29/05/2023,1000,1100,1100,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,30/05/2023,900,1200,1000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,17/06/2023,2000,3000,3000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,19/06/2023,2000,2000,2000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,20/06/2023,2500,2500,2500,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,28/07/2023,8000,8000,8000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,07/08/2023,8000,8000,8000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,10/08/2023,5000,8000,8000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,14/08/2023,3000,3000,3000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,24/08/2023,2500,3000,3000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,29/08/2023,2500,3000,3000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,11/09/2023,1100,1500,1500,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,03/10/2023,400,1000,800,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,11/10/2023,800,1200,1000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,21/10/2023,1000,1500,1200,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,23/10/2023,1000,1250,1200,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,27/10/2023,1000,2000,1500,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,31/10/2023,1600,2000,2000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,03/11/2023,1200,2200,2000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,04/11/2023,1600,2200,2000,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,20/11/2023,1250,2000,1600,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,06/12/2023,750,1200,1100,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,21/12/2023,1000,1300,1200,78
Maharashtra,Nagpur,Hingna,Tomato,Other,FAQ,29/12/2023,800,1500,1250,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,03/06/2024,1800,3000,2500,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,13/06/2024,2500,4000,3250,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,05/06/2024,2250,3250,2750,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,04/07/2024,3500,5000,4500,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,08/07/2024,3500,6000,4433,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,12/07/2024,4500,6000,5000,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,13/07/2024,4500,5000,4833,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,15/07/2024,4000,5000,4333,78
